NRIC,researcher_name,sector,income,degree
F4782994D,Marsha Jording,Healthcare,4291,Bachelors
F7729879V,Kathy Bloomquist,Engineering,3414,Post-grad
T4888777P,Myrtle Gibson,Healthcare,5529,Bachelors
T8172317Y,Hazel Acosta,Aerospace,13935,Bachelors
S6208365S,Francisco Aguilar,Aerospace,4120,PhD
T8615932T,Paul Byrd,Agricultural,5821,Post-grad
F4358231Q,Joshua Copley,Agricultural,4901,Non-degree
F8179051P,Todd Lundy,Aerospace,8993,Post-grad
T6182755Z,Ricky Ferraro,Aerospace,4784,Non-degree
S2129151I,Justin Schnieders,Engineering,10853,PhD
G3691592O,Kevin Sledge,Agricultural,4447,PhD
S4102014Z,Jose Bay,Aerospace,6707,PhD
S2296511C,Mathew Gaudette,Engineering,7778,Non-degree
F8546331X,Patricia Walker,Healthcare,4759,Non-degree
G2630072K,Gerard Ruby,Agricultural,6207,Masters
G8027295R,Peter Posada,Healthcare,3747,Masters
G9294563O,Muriel Striegel,Engineering,5997,Bachelors
T6485892S,George Barcus,Agricultural,3417,Bachelors
T6810650G,Charles Brown,Agricultural,4922,Bachelors
G2123708S,Patrick Neff,Healthcare,10581,PhD
T0490017Z,Marry Perkins,Aerospace,6427,Bachelors
F5815930Q,Theresa Michael,Engineering,3908,Post-grad
T2072706U,Linda Lang,Aerospace,6751,Masters
F7478393Z,Guy Smith,Engineering,4818,Post-grad
G2152777I,Anthony Rice,Healthcare,3509,Post-grad
S3069918F,Shana Ordonez,Agricultural,3658,PhD
T6941377F,Ryan Jordan,Agricultural,4119,Non-degree
G9411369R,Barbara Halloran,Agricultural,4992,Post-grad
G5755846H,Sandra Wood,Healthcare,5670,Post-grad
T9892739Y,Glenn Hendrickson,Healthcare,5802,Bachelors
G8684099D,Ismael Johnson,Aerospace,7790,Non-degree
F9731012I,Bernice Gunia,Aerospace,7883,Bachelors
G3879609S,Frank Steppig,Agricultural,3061,Non-degree
S2127902X,Justin Maille,Engineering,4509,Bachelors
F1989936P,Charles John,Engineering,3446,Masters
F4081680V,Pedro Correa,Healthcare,4461,Masters
S0026819B,Jamie Ahrendt,Aerospace,5268,Bachelors
F4671899H,Micheal Tartaglia,Healthcare,4275,Masters
F0352990R,Harold Piles,Healthcare,8108,Non-degree
G0515568F,Robert Burke,Engineering,8376,Bachelors
G6830255P,Delphine Pribble,Aerospace,4283,Masters
G1474013B,Frank Mercedes,Engineering,11906,PhD
G4736041Y,Manuel Farmer,Engineering,3636,PhD
T4973476P,Inez Coward,Aerospace,11245,Non-degree
S9078234N,Jena Deanda,Healthcare,7732,PhD
G9313067R,Teresa Valez,Aerospace,7281,Bachelors
S8419455C,John Adams,Healthcare,5536,Non-degree
F0341956T,Irene Mccall,Healthcare,3050,Non-degree
F0798276D,Jill Kratzer,Engineering,3950,Non-degree
S4097148Z,Mickey Carrithers,Engineering,3624,Non-degree
G5423767T,Darlene Lamey,Healthcare,8497,Bachelors
G9215744I,Maria Green,Engineering,6701,PhD
F3114312G,Clifton Baker,Aerospace,6380,Masters
S6127483G,Cheryl Howard,Healthcare,6646,Bachelors
S9074679R,Joseph Rozzi,Aerospace,8143,Bachelors
G7680814N,Heather Branner,Engineering,4845,Masters
S2459699A,Jessica Tierney,Engineering,10683,Post-grad
T2060496C,Ardis Proffitt,Engineering,6344,Masters
G7522553I,Laura Halpin,Healthcare,4514,Non-degree
F8159489P,Howard Mcrae,Healthcare,6794,Post-grad
S8790463F,Carl Coulston,Engineering,7377,Non-degree
G0392973T,Louis Bryant,Agricultural,6032,Masters
T5452660Y,Francisco Johnson,Engineering,4416,PhD
T8547482E,Richard Auton,Aerospace,5070,Non-degree
T3534804L,Marsha Smith,Aerospace,3360,PhD
T9186449Z,Micheal Wysocki,Aerospace,5155,Masters
S8277946T,Frances Nelson,Engineering,3893,Bachelors
G4486309L,Candace Culp,Aerospace,3574,Post-grad
T8568086X,John Asberry,Healthcare,3622,Non-degree
T7333178V,Lorraine Bennett,Agricultural,9035,Non-degree
T2932723U,Miguel Miller,Aerospace,3368,Masters
T3510724C,Deborah Crawford,Healthcare,8096,PhD
S5100236G,Kellie Smith,Healthcare,11028,PhD
G1086650W,Walter Marshall,Healthcare,3914,PhD
F6740294W,Aurelio Kay,Agricultural,6228,PhD
T2585707F,John Sanders,Healthcare,5536,Post-grad
T0412241E,Ross Adair,Aerospace,3539,Non-degree
G1253543J,Peggy Wallace,Agricultural,3659,Post-grad
G8071113R,Julie Mayes,Agricultural,8492,PhD
F2238707G,George Hern,Aerospace,5877,Non-degree
F5557715S,Cindy Wishman,Engineering,10712,Non-degree
T7898841X,Christian Paniagua,Agricultural,4405,Non-degree
G2508600E,Larry Addesso,Aerospace,6658,Masters
F1159312Y,William Swift,Aerospace,3222,Post-grad
G8375096T,Arnoldo Santos,Agricultural,4076,Non-degree
T9980209K,Arthur Spurlin,Engineering,7336,Bachelors
F6284101V,Brenda Mabry,Healthcare,4392,Bachelors
S5165469R,Stuart Chau,Healthcare,5893,Masters
S8080453A,Robert Wright,Healthcare,5425,Bachelors
F0311123P,Jill Myron,Healthcare,5095,Bachelors
F1043193K,Charles Heslop,Healthcare,9537,PhD
G9016127G,Katie Cottrell,Healthcare,3599,Bachelors
G9642541E,Janet Wright,Agricultural,6534,Masters
T0669824S,Johnny Johnson,Aerospace,12264,Non-degree
F7939772S,Gertrude Stephens,Aerospace,5244,Non-degree
S4916674Q,Jose Stephens,Engineering,3764,Bachelors
G9869907Q,Thomas Lessard,Aerospace,3707,PhD
G8715441M,Barbara Arnold,Engineering,6009,Bachelors
T1341188V,Richard Andaya,Agricultural,12639,Bachelors
T6565689N,Caleb Kizer,Aerospace,6577,PhD
F7769387R,Prince Smith,Agricultural,7567,Bachelors
F2659281A,Paul Batts,Engineering,4432,PhD
T5921139U,Dudley Novotny,Aerospace,4278,Bachelors
G1617727C,Jeanna Couture,Aerospace,4495,Masters
G5957729J,Elsie Farrell,Agricultural,4376,PhD
G8979674I,Danny Mata,Aerospace,5434,Non-degree
S4251134X,Wanda Miller,Engineering,3588,Masters
G5571036L,Arlene Dedic,Engineering,3895,Bachelors
F7598510Q,Anita Grant,Engineering,4930,PhD
F5226241I,Brett Young,Engineering,8553,PhD
T8313495S,Thomas Raper,Agricultural,7784,PhD
T1182272P,Leon Rodriguez,Agricultural,4966,Post-grad
F1167660V,Angela Barber,Aerospace,5967,Non-degree
G6797312F,Andrea Temple,Healthcare,5845,Non-degree
F4112929I,Dollie Cotton,Aerospace,3509,Bachelors
G2631536W,Joey Robinson,Agricultural,7717,Bachelors
S4440642F,Cynthia Mitchell,Agricultural,3129,Masters
T6299788Z,Matthew Bresnahan,Aerospace,9884,Bachelors
G2760665Z,Clyde Booth,Aerospace,4208,Non-degree
F5280801Z,Robert Ovington,Healthcare,3612,Masters
T6334832R,Rick Murphy,Agricultural,5548,Non-degree
F3602929Q,William Gentile,Healthcare,6695,Non-degree
G5100758J,George Roosevelt,Aerospace,4782,PhD
F4206942D,Robert Lebron,Aerospace,10263,Non-degree
G1361867B,Erica Lewis,Healthcare,6686,PhD
G2374862S,Robert Huckaby,Engineering,8812,Masters
G6853304B,Lucia Mundy,Aerospace,5023,Masters
G4542033A,Thomasine Bevan,Engineering,5075,PhD
S9868213P,Naomi Myers,Aerospace,6020,Bachelors
S0381645K,Herbert Vadala,Agricultural,6809,Bachelors
T6510174S,Glenda Mason,Aerospace,5067,PhD
G4373415I,Don Munoz,Engineering,4890,PhD
T5199547L,Randy Vanpelt,Healthcare,3235,Bachelors
G0838145U,Stephanie Patel,Agricultural,3227,Bachelors
G5171066A,Christie Siemens,Engineering,4020,Masters
S4935201U,Barbara Gonzalez,Healthcare,3905,Bachelors
F5790879P,Barbara Quinn,Healthcare,3438,Masters
S4445290G,Jon Spencer,Agricultural,3053,PhD
T9519067M,Kenia Schwab,Aerospace,8202,Masters
S0362776W,Aurora Graham,Engineering,3824,PhD
S1187367O,Michael Bergesen,Engineering,6113,PhD
T4021688O,Jackie Morrissey,Engineering,3031,Non-degree
G5801183R,Albert Washington,Agricultural,3531,Post-grad
G5611879P,Kathleen Parker,Engineering,4562,Masters
G5881209O,Marsha Healey,Engineering,10084,Post-grad
G7851061C,Deborah Mendez,Aerospace,5130,PhD
S2697426T,Louis Slack,Agricultural,3889,Masters
S6019043L,Justine Garth,Aerospace,4781,Post-grad
T4391689E,Jeffrey Hector,Agricultural,3746,Post-grad
G7383561N,Zachary Setters,Aerospace,5840,PhD
F0947013D,Julio Clair,Engineering,3077,Bachelors
S3465568L,Donna Pickhardt,Healthcare,8712,Non-degree
F9845224Y,Robert Clark,Aerospace,8021,Bachelors
F8645233Z,Linda Wray,Agricultural,3391,PhD
T3675683T,Roy Pina,Engineering,4883,Bachelors
S6378945V,Deborah Coles,Agricultural,6358,Non-degree
F4003536F,Irma Austin,Healthcare,5881,PhD
S8822891B,John Foster,Engineering,3094,PhD
S9597894H,Joseph Neff,Healthcare,5996,Bachelors
S0741603R,Ricky Shomo,Aerospace,4054,Masters
S1374272W,Susan Allen,Engineering,7992,Bachelors
F2480205W,Jerry Free,Agricultural,6099,Non-degree
G8736133W,Jacquelyn Mcdaniel,Aerospace,11980,Masters
F8739000P,Donnell Jackson,Healthcare,5872,Non-degree
G2919419M,Letitia Scales,Engineering,5609,Post-grad
T1439924M,Mark Kinney,Aerospace,3424,Bachelors
G8787962P,Francisco Holland,Healthcare,9625,PhD
S3469793J,Dora Denison,Aerospace,3271,Masters
G8543381C,Glen Rosales,Agricultural,4679,Masters
S8197577O,Hazel Smith,Aerospace,4304,Masters
T0191290I,Corazon Richter,Engineering,3394,Bachelors
F3102798R,Robert Lopez,Aerospace,3975,Masters
F8155975K,Christie Harris,Healthcare,3380,PhD
T4021108W,Frank Wahl,Agricultural,10082,Non-degree
G4219412E,Sarah Jordan,Engineering,3731,Post-grad
T8423961A,Denis Moore,Engineering,7642,Masters
T3448651J,Jayne Montes,Healthcare,10657,PhD
T2806689S,Michael Maco,Engineering,5175,Bachelors
G3045842F,Gary Grosz,Aerospace,3187,Post-grad
G9392984X,Tammie Hyatt,Agricultural,6482,Post-grad
F0560350A,Andrew Manus,Agricultural,4824,Post-grad
F6659549D,Shane Quezada,Aerospace,4974,PhD
G0064100D,Lavina Kawamoto,Agricultural,3398,Bachelors
S6050003P,Earl Boonstra,Engineering,6721,PhD
T9822818L,Michael Robinson,Healthcare,7167,Non-degree
G6286987T,Ivan Fryar,Engineering,10789,PhD
G7568824K,Lucille Proctor,Engineering,3610,Bachelors
G3546173M,Joseph Manning,Aerospace,4630,Bachelors
S5385599N,Sebastian Garcia,Aerospace,5778,PhD
F2756653X,Rocio Lewis,Aerospace,3544,Bachelors
T9914071W,Barbara Giese,Agricultural,5166,Masters
T7083746R,Melissa Frazier,Aerospace,3114,Bachelors
T0032608Y,Bruce Daniels,Healthcare,6479,PhD
S3397868G,Donald Johnson,Aerospace,6230,PhD
G7956843B,Mary Lawson,Aerospace,3443,PhD
G7742666E,Gary Tompkins,Healthcare,7925,Non-degree
S6287585L,David Harrington,Aerospace,3514,Non-degree
F4344914T,Cora Flurry,Aerospace,3150,Masters
F1064605T,Russell Sao,Engineering,10144,Bachelors
G4350634X,Faye Mcclain,Aerospace,3941,Post-grad
G6283190H,Peter Baker,Agricultural,5932,Bachelors
T7693664L,Michael Mcmullen,Agricultural,6536,Non-degree
S8325203S,Betty Martin,Engineering,4430,Masters
S7418097F,Diane Chen,Aerospace,4912,PhD
G1018026F,Michael Urreta,Agricultural,4991,Non-degree
F8056437B,Elizabeth Nolan,Engineering,10749,Post-grad
F3520890Z,Timothy Anthony,Engineering,4803,Post-grad
T1026250X,Nancy Allison,Agricultural,6677,Post-grad
G4123996X,Michelle Coleman,Agricultural,5024,Bachelors
F1795242F,Amy Worley,Healthcare,4468,PhD
S1396472X,Kathleen Moreno,Aerospace,10056,Masters
S9738934C,Jimmy Cipolla,Agricultural,4990,Masters
F7666545E,Lorena Zuber,Healthcare,3631,PhD
G1488344C,France Kidd,Healthcare,3995,Non-degree
F0603355G,Kayla Brady,Aerospace,5616,Non-degree
T9162470F,Anthony Tutt,Engineering,4374,Non-degree
F0596497M,Patty Carmichael,Aerospace,8308,Bachelors
S9480109N,Dorothy Cordon,Agricultural,4017,Masters
T2190174X,Delores Finn,Engineering,6720,Post-grad
F2330162E,Violet Johnson,Healthcare,5212,PhD
T3218485S,Manuel Pruitt,Aerospace,7334,Bachelors
F8012205Q,Rebeca Key,Healthcare,5563,Masters
F5773548K,Mary Fultz,Engineering,3893,Bachelors
S7864751T,Brooks Sprouse,Healthcare,9739,Non-degree
G7023896Y,Joan Elliott,Agricultural,6946,Post-grad
F0886545L,Arthur Champagne,Engineering,5752,Bachelors
G6871932E,Stanley Hensley,Aerospace,3255,Post-grad
F6834850S,Grace Schreck,Engineering,5242,Bachelors
S4540279Q,Frank Landry,Agricultural,4304,Bachelors
F6900781R,Joseph Thomas,Healthcare,6911,Non-degree
S4238976I,Michael Ally,Aerospace,7444,PhD
T7790433A,Adam Medel,Aerospace,6573,Masters
T7230962V,John Bohannon,Aerospace,5120,Non-degree
F4190166X,Cynthia Jackson,Engineering,5041,Post-grad
S2027921Q,Beverly Smith,Engineering,4822,PhD
G7365798Z,Chris Scolaro,Agricultural,10092,Masters
F2971973L,Maria Thomas,Agricultural,11187,Masters
T6221327G,Elizabeth Denning,Engineering,5596,Non-degree
G3708865T,Lorraine Sorensen,Aerospace,8654,PhD
S1728823P,David Ross,Agricultural,3599,Masters
G6191537J,Thelma Flowers,Healthcare,7273,PhD
G1768354O,Heather Konecny,Aerospace,6756,Non-degree
S2987653E,Mark Briggs,Aerospace,3180,Masters
T2361800N,Mary Westerberg,Aerospace,7307,Non-degree
S9422677E,Carl Oliver,Healthcare,3313,PhD
G5916101A,James Wolfrom,Engineering,6801,PhD
S7147198D,Harley Nittler,Engineering,6300,Masters
S9703103R,Amos Visick,Agricultural,10278,Bachelors
S1507144X,Amy Robinson,Aerospace,7934,Post-grad
S2796329V,Jeffrey Skubis,Healthcare,3161,Non-degree
S9499528A,James Hammons,Agricultural,3877,Bachelors
F8783261W,Michelle Zarate,Agricultural,6066,PhD
G4259767Z,Corey Medellin,Agricultural,3865,Bachelors
G3245733G,Julio Obiesie,Aerospace,3030,Masters
G3568375L,Iris Wiltfong,Aerospace,4165,Post-grad
T3121483Q,Alex Shepherd,Aerospace,3193,PhD
T2613128V,Charles Adams,Healthcare,4375,Bachelors
T2273667I,Paul Serrano,Aerospace,4112,Non-degree
G5748428T,John Brinkley,Aerospace,5516,PhD
T6924986V,Robert Weddington,Engineering,3231,Non-degree
G3665532T,April Haupt,Healthcare,5086,Post-grad
G9037029C,Elisa Short,Engineering,3051,PhD
F7231106D,Patricia Turner,Healthcare,5224,PhD
G7143706D,Earl Borders,Engineering,5111,Post-grad
S3344179I,Karen Kaszynski,Agricultural,3028,PhD
T2081712N,Ada Borgeson,Agricultural,6482,Post-grad
S3176625Z,Annette Smith,Aerospace,3408,Masters
T6939772Q,Ramiro Finnemore,Agricultural,8094,Bachelors
G6623197T,Grace Cathey,Aerospace,4909,Non-degree
F9265750X,Lauren Banks,Healthcare,4351,Non-degree
F0704611G,Stella Sellars,Engineering,3934,Bachelors
G0226942M,Bernice Doyle,Agricultural,4204,Post-grad
G1037336Q,Ollie Stroupe,Healthcare,4940,Post-grad
S9445327N,John Dyer,Aerospace,8150,Non-degree
F0121454F,Tina Couley,Engineering,5512,Bachelors
S0284508D,Eugene Ala,Healthcare,5472,Masters
G5591073O,Sharee Parrott,Engineering,3444,Masters
F9098995M,Nancy Walters,Engineering,3640,PhD
S1774129J,Dana Oestmann,Agricultural,7710,Masters
G3744469Y,John Bird,Engineering,4077,Non-degree
T6610661C,Kenneth Keaton,Aerospace,5534,Post-grad
T8743409Z,Viola Cooper,Aerospace,7940,Masters
F7048862G,Heidi Warrior,Engineering,7299,PhD
T3631256X,Jerome Matias,Agricultural,3256,Masters
S2568732H,Johnathan Martin,Agricultural,3167,Non-degree
S5262042P,Edward Reece,Healthcare,13546,Masters
T7228853F,Thomas Stumbaugh,Engineering,4227,Post-grad
G3925160O,Evelyn Gillespie,Engineering,7380,Masters
G9768545O,Rodney Gillespie,Healthcare,3330,Masters
F0219165B,Victor May,Engineering,8079,Bachelors
F2365276V,Cathy Lajoie,Healthcare,8374,Non-degree
S0820047L,Daniel Nagle,Agricultural,6614,Bachelors
F3896126E,Richard Reeks,Healthcare,6274,PhD
T8600613N,Claude Allegrini,Healthcare,5452,PhD
T7830834U,Francisco Sullivan,Engineering,6207,Non-degree
S5175621H,Tracy Mason,Engineering,5047,Masters
T4276008Q,William Wiley,Agricultural,5024,Non-degree
S6770076I,Harold Phillips,Aerospace,4400,Non-degree
T7986894W,Robert Collins,Healthcare,4344,PhD
T9292178K,Kelly Hinrichs,Healthcare,7078,Post-grad
S2156986B,John Karns,Healthcare,4943,Masters
S1997810U,Linda Rosado,Healthcare,4819,PhD
T3398989M,Irene Hillsgrove,Engineering,6218,Bachelors
T2145727S,Christopher Freeman,Healthcare,4533,Non-degree
T4918677S,Ashley Batte,Aerospace,4549,Non-degree
F5036788J,Daniel Simmons,Aerospace,4098,Bachelors
F1714420V,Frances Griffin,Healthcare,5146,Bachelors
T2427572O,Joseph Huston,Healthcare,3166,Masters
T6933321B,Randal Casey,Agricultural,7870,Non-degree
T4395062A,Jessica Yi,Healthcare,6716,Masters
G1919068K,Carol Bloom,Healthcare,5024,Bachelors
T1901009V,Jose Hubenthal,Engineering,3515,Post-grad
S5048948P,Suzanne Davis,Healthcare,10611,Non-degree
G5818379A,Roland Hicks,Aerospace,7988,Non-degree
G0033924P,Louis Cope,Healthcare,6846,PhD
G5610750I,Charles Qualls,Healthcare,7850,Post-grad
S7492108X,Daniel Chiu,Engineering,6454,Post-grad
T6960695M,Frank Zazula,Engineering,3191,Masters
T5182999N,Eric Mcintosh,Aerospace,4274,Post-grad
G8460309S,Antonia Dyer,Aerospace,5153,Bachelors
T4081178H,Sarah Reed,Healthcare,8668,PhD
T7366353K,Mike Cross,Aerospace,6206,PhD
F4918157J,Peter Williams,Engineering,7297,Post-grad
T4553761J,Patsy Hledik,Aerospace,7584,Non-degree
S0017277Z,Elizabeth Mckenzie,Healthcare,6396,Non-degree
T2433465H,Joseph Litten,Engineering,7100,PhD
S9267453G,Weldon Whitman,Aerospace,8012,Masters
T0796648I,Robert Arpin,Aerospace,10817,Masters
T2724075D,Norman Mercado,Engineering,4836,Non-degree
T1945268E,Otto Hudson,Agricultural,7499,Non-degree
G3104920P,Judith Dowd,Healthcare,4723,Non-degree
F8462285T,Amber Flipp,Healthcare,7889,Non-degree
G8914320Y,Richard Addy,Engineering,5092,Bachelors
F8677351A,Alicia Harp,Agricultural,11578,Non-degree
G2980286K,Ellen Patrick,Agricultural,5119,PhD
S2157560Q,Roman Featherston,Agricultural,6180,PhD
F0585143J,Kelli Langenfeld,Agricultural,6920,Non-degree
T1491238U,Sharon Valdez,Aerospace,5238,Bachelors
G5685848W,Geralyn Aguilar,Aerospace,3109,PhD
T3115885B,Michelle Henderson,Engineering,6497,Masters
G6950157N,Anne Bartelson,Aerospace,3345,Non-degree
S9385321A,Linda Rodriguez,Engineering,8091,Masters
G2847227U,Thomas Powles,Engineering,5174,Post-grad
G5256141N,Nicole Dumont,Agricultural,4341,Post-grad
S0629554O,Thomas Ford,Aerospace,3327,Non-degree
T4054098T,Jeanette Bryant,Aerospace,5897,Post-grad
S3665806X,Chad Willis,Agricultural,3167,Masters
S7309565D,Nannie Owens,Aerospace,9320,Non-degree
T4845611W,Stacy Lujan,Healthcare,4523,PhD
T7937072S,Ginger Mcclure,Healthcare,3299,Bachelors
G8990843E,Saul Ahrens,Agricultural,5094,PhD
G0637269R,Ruth Hicks,Aerospace,3595,Bachelors
T5779130D,Keith Watson,Healthcare,5436,PhD
S5125123D,Saundra Gracely,Agricultural,6578,Non-degree
